Date,sr,nsecode,name,bsecode,scan-column-default-close,scan-column-default-percent-change,default-percent-change-conditional-filters-color,scan-column-default-volume
2026-09-10,1,POWERINDIA,Hitachi Energy India Ltd,543187,31580.0,1.43,1,94112
